station_id,station_name,line,date,hour,is_weekend,is_holiday,passenger_count
ST000,站点-000,L4号线,2026-04-16,18,0,0,45035
ST000,站点-000,L4号线,2026-04-16,19,0,0,37637
ST000,站点-000,L4号线,2026-04-16,20,0,0,14454
ST000,站点-000,L4号线,2026-04-17,7,0,0,39430
ST000,站点-000,L4号线,2026-04-17,8,0,0,45848
ST000,站点-000,L4号线,2026-04-17,9,0,0,17619
ST000,站点-000,L4号线,2026-04-17,12,0,0,17794
ST000,站点-000,L4号线,2026-04-17,18,0,0,40102
ST000,站点-000,L4号线,2026-04-17,19,0,0,37240
ST000,站点-000,L4号线,2026-04-17,20,0,0,17228
ST000,站点-000,L4号线,2026-04-18,7,1,0,28600
ST000,站点-000,L4号线,2026-04-18,8,1,0,33249
ST000,站点-000,L4号线,2026-04-18,9,1,0,9917
ST000,站点-000,L4号线,2026-04-18,12,1,0,11554
ST000,站点-000,L4号线,2026-04-18,18,1,0,25258
ST000,站点-000,L4号线,2026-04-18,19,1,0,26358
ST000,站点-000,L4号线,2026-04-18,20,1,0,13053
ST000,站点-000,L4号线,2026-04-19,7,1,0,28708
ST000,站点-000,L4号线,2026-04-19,8,1,0,29328
ST000,站点-000,L4号线,2026-04-19,9,1,0,11532
ST000,站点-000,L4号线,2026-04-19,12,1,0,11420
ST000,站点-000,L4号线,2026-04-19,18,1,0,28931
ST000,站点-000,L4号线,2026-04-19,19,1,0,30284
ST000,站点-000,L4号线,2026-04-19,20,1,0,11910
ST000,站点-000,L4号线,2026-04-20,7,0,0,36978
ST000,站点-000,L4号线,2026-04-20,8,0,0,44779
ST000,站点-000,L4号线,2026-04-20,9,0,0,17248
ST000,站点-000,L4号线,2026-04-20,12,0,0,14553
ST000,站点-000,L4号线,2026-04-20,18,0,0,45274
ST000,站点-000,L4号线,2026-04-20,19,0,0,40109
ST000,站点-000,L4号线,2026-04-20,20,0,0,17368
ST000,站点-000,L4号线,2026-04-21,7,0,0,42872
ST000,站点-000,L4号线,2026-04-21,8,0,0,42190
ST000,站点-000,L4号线,2026-04-21,9,0,0,15368
ST000,站点-000,L4号线,2026-04-21,12,0,0,18736
ST000,站点-000,L4号线,2026-04-21,18,0,0,43759
ST000,站点-000,L4号线,2026-04-21,19,0,0,46680
ST000,站点-000,L4号线,2026-04-21,20,0,0,15961
ST000,站点-000,L4号线,2026-04-22,7,0,0,42085
ST000,站点-000,L4号线,2026-04-22,8,0,0,40741
ST000,站点-000,L4号线,2026-04-22,9,0,0,16967
ST000,站点-000,L4号线,2026-04-22,12,0,0,17416
ST000,站点-000,L4号线,2026-04-22,18,0,0,45804
ST000,站点-000,L4号线,2026-04-22,19,0,0,45692
ST000,站点-000,L4号线,2026-04-22,20,0,0,18117
ST000,站点-000,L4号线,2026-04-23,7,0,0,36749
ST000,站点-000,L4号线,2026-04-23,8,0,0,43026
ST000,站点-000,L4号线,2026-04-23,9,0,0,17048
ST000,站点-000,L4号线,2026-04-23,12,0,0,18877
ST000,站点-000,L4号线,2026-04-23,18,0,0,36708
ST000,站点-000,L4号线,2026-04-23,19,0,0,38950
ST000,站点-000,L4号线,2026-04-23,20,0,0,15593
ST000,站点-000,L4号线,2026-04-24,7,0,0,46706
ST000,站点-000,L4号线,2026-04-24,8,0,0,37021
ST000,站点-000,L4号线,2026-04-24,9,0,0,16601
ST000,站点-000,L4号线,2026-04-24,12,0,0,18354
ST000,站点-000,L4号线,2026-04-24,18,0,0,36436
ST000,站点-000,L4号线,2026-04-24,19,0,0,45986
ST000,站点-000,L4号线,2026-04-24,20,0,0,14206
ST000,站点-000,L4号线,2026-04-25,7,1,0,25106
ST000,站点-000,L4号线,2026-04-25,8,1,0,29636
ST000,站点-000,L4号线,2026-04-25,9,1,0,13049
ST000,站点-000,L4号线,2026-04-25,12,1,0,10495
ST000,站点-000,L4号线,2026-04-25,18,1,0,32242
ST000,站点-000,L4号线,2026-04-25,19,1,0,31153
ST000,站点-000,L4号线,2026-04-25,20,1,0,12619
ST000,站点-000,L4号线,2026-04-26,7,1,0,26111
ST000,站点-000,L4号线,2026-04-26,8,1,0,29593
ST000,站点-000,L4号线,2026-04-26,9,1,0,11124
ST000,站点-000,L4号线,2026-04-26,12,1,0,12940
ST000,站点-000,L4号线,2026-04-26,18,1,0,30233
ST000,站点-000,L4号线,2026-04-26,19,1,0,26065
ST000,站点-000,L4号线,2026-04-26,20,1,0,12936
ST000,站点-000,L4号线,2026-04-27,7,0,0,39663
ST000,站点-000,L4号线,2026-04-27,8,0,0,42808
ST000,站点-000,L4号线,2026-04-27,9,0,0,18829
ST000,站点-000,L4号线,2026-04-27,12,0,0,17774
ST000,站点-000,L4号线,2026-04-27,18,0,0,41367
ST000,站点-000,L4号线,2026-04-27,19,0,0,43716
ST000,站点-000,L4号线,2026-04-27,20,0,0,15981
ST000,站点-000,L4号线,2026-04-28,7,0,0,45154
ST000,站点-000,L4号线,2026-04-28,8,0,0,39425
ST000,站点-000,L4号线,2026-04-28,9,0,0,18947
ST000,站点-000,L4号线,2026-04-28,12,0,0,15887
ST000,站点-000,L4号线,2026-04-28,18,0,0,44131
ST000,站点-000,L4号线,2026-04-28,19,0,0,41886
ST000,站点-000,L4号线,2026-04-28,20,0,0,18961
ST000,站点-000,L4号线,2026-04-29,7,0,0,45167
ST000,站点-000,L4号线,2026-04-29,8,0,0,46036
ST000,站点-000,L4号线,2026-04-29,9,0,0,17216
ST000,站点-000,L4号线,2026-04-29,12,0,0,14229
ST000,站点-000,L4号线,2026-04-29,18,0,0,44016
ST000,站点-000,L4号线,2026-04-29,19,0,0,43651
ST000,站点-000,L4号线,2026-04-29,20,0,0,18762
ST000,站点-000,L4号线,2026-04-30,7,0,0,43632
ST000,站点-000,L4号线,2026-04-30,8,0,0,37925
ST000,站点-000,L4号线,2026-04-30,9,0,0,18889
ST000,站点-000,L4号线,2026-04-30,12,0,0,16421
ST000,站点-000,L4号线,2026-04-30,18,0,0,45322
ST000,站点-000,L4号线,2026-04-30,19,0,0,40125
ST000,站点-000,L4号线,2026-04-30,20,0,0,17212
ST001,站点-001,L10号线,2026-04-01,7,0,0,19304
ST001,站点-001,L10号线,2026-04-01,8,0,0,19703
ST001,站点-001,L10号线,2026-04-01,9,0,0,9696
ST001,站点-001,L10号线,2026-04-01,12,0,0,9093
ST001,站点-001,L10号线,2026-04-01,18,0,0,23055
ST001,站点-001,L10号线,2026-04-01,19,0,0,23157
ST001,站点-001,L10号线,2026-04-01,20,0,0,9156
ST001,站点-001,L10号线,2026-04-02,7,0,0,24781
ST001,站点-001,L10号线,2026-04-02,8,0,0,19917
ST001,站点-001,L10号线,2026-04-02,9,0,0,9263
ST001,站点-001,L10号线,2026-04-02,12,0,0,9874
ST001,站点-001,L10号线,2026-04-02,18,0,0,24108
ST001,站点-001,L10号线,2026-04-02,19,0,0,21500
ST001,站点-001,L10号线,2026-04-02,20,0,0,8201
ST001,站点-001,L10号线,2026-04-03,7,0,0,24749
ST001,站点-001,L10号线,2026-04-03,8,0,0,21063
ST001,站点-001,L10号线,2026-04-03,9,0,0,9595
ST001,站点-001,L10号线,2026-04-03,12,0,0,8742
ST001,站点-001,L10号线,2026-04-03,18,0,0,22268
ST001,站点-001,L10号线,2026-04-03,19,0,0,24975
ST001,站点-001,L10号线,2026-04-03,20,0,0,9713
ST001,站点-001,L10号线,2026-04-04,7,1,0,14047
ST001,站点-001,L10号线,2026-04-04,8,1,0,17017
ST001,站点-001,L10号线,2026-04-04,9,1,0,6609
ST001,站点-001,L10号线,2026-04-04,12,1,0,6972
ST001,站点-001,L10号线,2026-04-04,18,1,0,13858
ST001,站点-001,L10号线,2026-04-04,19,1,0,15266
ST001,站点-001,L10号线,2026-04-04,20,1,0,6914
ST001,站点-001,L10号线,2026-04-05,7,1,0,16707
ST001,站点-001,L10号线,2026-04-05,8,1,0,14281
ST001,站点-001,L10号线,2026-04-05,9,1,0,6628
ST001,站点-001,L10号线,2026-04-05,12,1,0,6223
ST001,站点-001,L10号线,2026-04-05,18,1,0,14378
ST001,站点-001,L10号线,2026-04-05,19,1,0,17413
ST001,站点-001,L10号线,2026-04-05,20,1,0,5284
ST001,站点-001,L10号线,2026-04-06,7,0,0,19857
ST001,站点-001,L10号线,2026-04-06,8,0,0,18765
ST001,站点-001,L10号线,2026-04-06,9,0,0,7521
ST001,站点-001,L10号线,2026-04-06,12,0,0,9594
ST001,站点-001,L10号线,2026-04-06,18,0,0,22715
ST001,站点-001,L10号线,2026-04-06,19,0,0,19355
ST001,站点-001,L10号线,2026-04-06,20,0,0,9247
ST001,站点-001,L10号线,2026-04-07,7,0,0,24199
ST001,站点-001,L10号线,2026-04-07,8,0,0,20512
ST001,站点-001,L10号线,2026-04-07,9,0,0,9429
ST001,站点-001,L10号线,2026-04-07,12,0,0,7638
ST001,站点-001,L10号线,2026-04-07,18,0,0,20085
ST001,站点-001,L10号线,2026-04-07,19,0,0,22992
ST001,站点-001,L10号线,2026-04-07,20,0,0,9977
ST001,站点-001,L10号线,2026-04-08,7,0,0,21462
ST001,站点-001,L10号线,2026-04-08,8,0,0,21457
ST001,站点-001,L10号线,2026-04-08,9,0,0,9977
ST001,站点-001,L10号线,2026-04-08,12,0,0,9196
ST001,站点-001,L10号线,2026-04-08,18,0,0,23007
ST001,站点-001,L10号线,2026-04-08,19,0,0,25154
ST001,站点-001,L10号线,2026-04-08,20,0,0,8557
ST001,站点-001,L10号线,2026-04-09,7,0,0,24091
ST001,站点-001,L10号线,2026-04-09,8,0,0,21845
ST001,站点-001,L10号线,2026-04-09,9,0,0,9765
ST001,站点-001,L10号线,2026-04-09,12,0,0,8183
ST001,站点-001,L10号线,2026-04-09,18,0,0,24271
ST001,站点-001,L10号线,2026-04-09,19,0,0,22173
ST001,站点-001,L10号线,2026-04-09,20,0,0,9289
ST001,站点-001,L10号线,2026-04-10,7,0,0,23929
ST001,站点-001,L10号线,2026-04-10,8,0,0,21673
ST001,站点-001,L10号线,2026-04-10,9,0,0,9022
ST001,站点-001,L10号线,2026-04-10,12,0,0,9583
ST001,站点-001,L10号线,2026-04-10,18,0,0,23158
ST001,站点-001,L10号线,2026-04-10,19,0,0,20187
ST001,站点-001,L10号线,2026-04-10,20,0,0,9036
ST001,站点-001,L10号线,2026-04-11,7,1,0,16477
ST001,站点-001,L10号线,2026-04-11,8,1,0,13208
ST001,站点-001,L10号线,2026-04-11,9,1,0,5669
ST001,站点-001,L10号线,2026-04-11,12,1,0,5975
ST001,站点-001,L10号线,2026-04-11,18,1,0,13918
ST001,站点-001,L10号线,2026-04-11,19,1,0,16335
ST001,站点-001,L10号线,2026-04-11,20,1,0,5324
ST001,站点-001,L10号线,2026-04-12,7,1,0,15013
ST001,站点-001,L10号线,2026-04-12,8,1,0,16095
ST001,站点-001,L10号线,2026-04-12,9,1,0,6684
ST001,站点-001,L10号线,2026-04-12,12,1,0,6830
ST001,站点-001,L10号线,2026-04-12,18,1,0,15260
ST001,站点-001,L10号线,2026-04-12,19,1,0,13248
ST001,站点-001,L10号线,2026-04-12,20,1,0,6305
ST001,站点-001,L10号线,2026-04-13,7,0,0,19234
ST001,站点-001,L10号线,2026-04-13,8,0,0,25118
ST001,站点-001,L10号线,2026-04-13,9,0,0,8864
ST001,站点-001,L10号线,2026-04-13,12,0,0,8183
ST001,站点-001,L10号线,2026-04-13,18,0,0,21938
ST001,站点-001,L10号线,2026-04-13,19,0,0,19180
ST001,站点-001,L10号线,2026-04-13,20,0,0,7657
ST001,站点-001,L10号线,2026-04-14,7,0,0,21935
ST001,站点-001,L10号线,2026-04-14,8,0,0,20270
ST001,站点-001,L10号线,2026-04-14,9,0,0,9134
ST001,站点-001,L10号线,2026-04-14,12,0,0,9995
ST001,站点-001,L10号线,2026-04-14,18,0,0,22750
ST001,站点-001,L10号线,2026-04-14,19,0,0,19653
ST001,站点-001,L10号线,2026-04-14,20,0,0,7950
ST001,站点-001,L10号线,2026-04-15,7,0,1,24053
ST001,站点-001,L10号线,2026-04-15,8,0,1,22312
ST001,站点-001,L10号线,2026-04-15,9,0,1,9292
ST001,站点-001,L10号线,2026-04-15,12,0,1,7815
ST001,站点-001,L10号线,2026-04-15,18,0,1,20859
ST001,站点-001,L10号线,2026-04-15,19,0,1,24716
ST001,站点-001,L10号线,2026-04-15,20,0,1,8480
ST001,站点-001,L10号线,2026-04-16,7,0,0,24261
ST001,站点-001,L10号线,2026-04-16,8,0,0,24955
ST001,站点-001,L10号线,2026-04-16,9,0,0,9467
ST001,站点-001,L10号线,2026-04-16,12,0,0,7578
ST001,站点-001,L10号线,2026-04-16,18,0,0,24049
ST001,站点-001,L10号线,2026-04-16,19,0,0,21137
ST001,站点-001,L10号线,2026-04-16,20,0,0,8661
ST001,站点-001,L10号线,2026-04-17,7,0,0,20101
ST001,站点-001,L10号线,2026-04-17,8,0,0,22958
ST001,站点-001,L10号线,2026-04-17,9,0,0,8870
ST001,站点-001,L10号线,2026-04-17,12,0,0,10053
ST001,站点-001,L10号线,2026-04-17,18,0,0,19067
ST001,站点-001,L10号线,2026-04-17,19,0,0,20542
ST001,站点-001,L10号线,2026-04-17,20,0,0,8319
ST001,站点-001,L10号线,2026-04-18,7,1,0,17112
ST001,站点-001,L10号线,2026-04-18,8,1,0,13353
ST001,站点-001,L10号线,2026-04-18,9,1,0,6449
ST001,站点-001,L10号线,2026-04-18,12,1,0,5444
ST001,站点-001,L10号线,2026-04-18,18,1,0,16620
ST001,站点-001,L10号线,2026-04-18,19,1,0,17482
ST001,站点-001,L10号线,2026-04-18,20,1,0,6151
ST001,站点-001,L10号线,2026-04-19,7,1,0,15348
ST001,站点-001,L10号线,2026-04-19,8,1,0,14341
ST001,站点-001,L10号线,2026-04-19,9,1,0,6310
ST001,站点-001,L10号线,2026-04-19,12,1,0,5837
ST001,站点-001,L10号线,2026-04-19,18,1,0,13463
ST001,站点-001,L10号线,2026-04-19,19,1,0,16642
ST001,站点-001,L10号线,2026-04-19,20,1,0,5693
ST001,站点-001,L10号线,2026-04-20,7,0,0,21387
ST001,站点-001,L10号线,2026-04-20,8,0,0,20269
ST001,站点-001,L10号线,2026-04-20,9,0,0,8076
ST001,站点-001,L10号线,2026-04-20,12,0,0,10128
ST001,站点-001,L10号线,2026-04-20,18,0,0,23443
ST001,站点-001,L10号线,2026-04-20,19,0,0,21558
ST001,站点-001,L10号线,2026-04-20,20,0,0,8731
ST001,站点-001,L10号线,2026-04-21,7,0,0,21849
ST001,站点-001,L10号线,2026-04-21,8,0,0,18823
ST001,站点-001,L10号线,2026-04-21,9,0,0,8751
ST001,站点-001,L10号线,2026-04-21,12,0,0,8760
ST001,站点-001,L10号线,2026-04-21,18,0,0,21792
ST001,站点-001,L10号线,2026-04-21,19,0,0,23582
ST001,站点-001,L10号线,2026-04-21,20,0,0,9534
ST001,站点-001,L10号线,2026-04-22,7,0,0,22942
ST001,站点-001,L10号线,2026-04-22,8,0,0,25104
ST001,站点-001,L10号线,2026-04-22,9,0,0,9920
ST001,站点-001,L10号线,2026-04-22,12,0,0,8152
ST001,站点-001,L10号线,2026-04-22,18,0,0,22562
ST001,站点-001,L10号线,2026-04-22,19,0,0,23141
ST001,站点-001,L10号线,2026-04-22,20,0,0,9298
ST001,站点-001,L10号线,2026-04-23,7,0,0,25265
ST001,站点-001,L10号线,2026-04-23,8,0,0,21689
ST001,站点-001,L10号线,2026-04-23,9,0,0,9098
ST001,站点-001,L10号线,2026-04-23,12,0,0,9248
ST001,站点-001,L10号线,2026-04-23,18,0,0,22500
ST001,站点-001,L10号线,2026-04-23,19,0,0,21131
ST001,站点-001,L10号线,2026-04-23,20,0,0,7587
ST001,站点-001,L10号线,2026-04-24,7,0,0,22081
ST001,站点-001,L10号线,2026-04-24,8,0,0,20761
ST001,站点-001,L10号线,2026-04-24,9,0,0,8377
ST001,站点-001,L10号线,2026-04-24,12,0,0,9408
ST001,站点-001,L10号线,2026-04-24,18,0,0,19223
ST001,站点-001,L10号线,2026-04-24,19,0,0,22175
ST001,站点-001,L10号线,2026-04-24,20,0,0,8141
ST001,站点-001,L10号线,2026-04-25,7,1,0,15848
ST001,站点-001,L10号线,2026-04-25,8,1,0,15629
ST001,站点-001,L10号线,2026-04-25,9,1,0,5574
ST001,站点-001,L10号线,2026-04-25,12,1,0,5360
ST001,站点-001,L10号线,2026-04-25,18,1,0,14341
ST001,站点-001,L10号线,2026-04-25,19,1,0,13930
ST001,站点-001,L10号线,2026-04-25,20,1,0,6813
ST001,站点-001,L10号线,2026-04-26,7,1,0,14254
ST001,站点-001,L10号线,2026-04-26,8,1,0,14696
ST001,站点-001,L10号线,2026-04-26,9,1,0,5991
ST001,站点-001,L10号线,2026-04-26,12,1,0,7005
ST001,站点-001,L10号线,2026-04-26,18,1,0,15974
ST001,站点-001,L10号线,2026-04-26,19,1,0,15154
ST001,站点-001,L10号线,2026-04-26,20,1,0,7002
ST001,站点-001,L10号线,2026-04-27,7,0,0,18870
ST001,站点-001,L10号线,2026-04-27,8,0,0,23649
ST001,站点-001,L10号线,2026-04-27,9,0,0,9634
ST001,站点-001,L10号线,2026-04-27,12,0,0,8890
ST001,站点-001,L10号线,2026-04-27,18,0,0,20782
ST001,站点-001,L10号线,2026-04-27,19,0,0,25292
ST001,站点-001,L10号线,2026-04-27,20,0,0,8525
ST001,站点-001,L10号线,2026-04-28,7,0,0,19895
ST001,站点-001,L10号线,2026-04-28,8,0,0,21419
ST001,站点-001,L10号线,2026-04-28,9,0,0,7602
ST001,站点-001,L10号线,2026-04-28,12,0,0,9393
ST001,站点-001,L10号线,2026-04-28,18,0,0,24598
ST001,站点-001,L10号线,2026-04-28,19,0,0,19843
ST001,站点-001,L10号线,2026-04-28,20,0,0,9077
ST001,站点-001,L10号线,2026-04-29,7,0,0,23865
ST001,站点-001,L10号线,2026-04-29,8,0,0,21250
ST001,站点-001,L10号线,2026-04-29,9,0,0,7724
ST001,站点-001,L10号线,2026-04-29,12,0,0,7924
ST001,站点-001,L10号线,2026-04-29,18,0,0,24792
ST001,站点-001,L10号线,2026-04-29,19,0,0,20131
ST001,站点-001,L10号线,2026-04-29,20,0,0,8285
ST001,站点-001,L10号线,2026-04-30,7,0,0,23837
ST001,站点-001,L10号线,2026-04-30,8,0,0,20352
ST001,站点-001,L10号线,2026-04-30,9,0,0,7684
ST001,站点-001,L10号线,2026-04-30,12,0,0,8114
ST001,站点-001,L10号线,2026-04-30,18,0,0,24422
ST001,站点-001,L10号线,2026-04-30,19,0,0,19883
ST001,站点-001,L10号线,2026-04-30,20,0,0,7875
ST002,站点-002,L10号线,2026-04-01,7,0,0,13877
ST002,站点-002,L10号线,2026-04-01,8,0,0,11661
ST002,站点-002,L10号线,2026-04-01,9,0,0,5801
ST002,站点-002,L10号线,2026-04-01,12,0,0,4382
ST002,站点-002,L10号线,2026-04-01,18,0,0,13813
ST002,站点-002,L10号线,2026-04-01,19,0,0,13240
ST002,站点-002,L10号线,2026-04-01,20,0,0,5395
ST002,站点-002,L10号线,2026-04-02,7,0,0,12794
ST002,站点-002,L10号线,2026-04-02,8,0,0,13704
ST002,站点-002,L10号线,2026-04-02,9,0,0,4496
ST002,站点-002,L10号线,2026-04-02,12,0,0,4906
ST002,站点-002,L10号线,2026-04-02,18,0,0,13701
ST002,站点-002,L10号线,2026-04-02,19,0,0,12605
ST002,站点-002,L10号线,2026-04-02,20,0,0,5290
ST002,站点-002,L10号线,2026-04-03,7,0,0,13749
ST002,站点-002,L10号线,2026-04-03,8,0,0,11373
ST002,站点-002,L10号线,2026-04-03,9,0,0,5291
ST002,站点-002,L10号线,2026-04-03,12,0,0,5771
ST002,站点-002,L10号线,2026-04-03,18,0,0,11191
ST002,站点-002,L10号线,2026-04-03,19,0,0,13805
ST002,站点-002,L10号线,2026-04-03,20,0,0,5736
ST002,站点-002,L10号线,2026-04-04,7,1,0,9078
ST002,站点-002,L10号线,2026-04-04,8,1,0,9974
ST002,站点-002,L10号线,2026-04-04,9,1,0,3902
ST002,站点-002,L10号线,2026-04-04,12,1,0,3953
ST002,站点-002,L10号线,2026-04-04,18,1,0,10024
ST002,站点-002,L10号线,2026-04-04,19,1,0,8922
ST002,站点-002,L10号线,2026-04-04,20,1,0,3676
ST002,站点-002,L10号线,2026-04-05,7,1,0,8731
ST002,站点-002,L10号线,2026-04-05,8,1,0,9476
ST002,站点-002,L10号线,2026-04-05,9,1,0,3845
ST002,站点-002,L10号线,2026-04-05,12,1,0,3235
ST002,站点-002,L10号线,2026-04-05,18,1,0,9372
ST002,站点-002,L10号线,2026-04-05,19,1,0,7688
ST002,站点-002,L10号线,2026-04-05,20,1,0,3258
ST002,站点-002,L10号线,2026-04-06,7,0,0,14299
ST002,站点-002,L10号线,2026-04-06,8,0,0,14481
ST002,站点-002,L10号线,2026-04-06,9,0,0,4548
ST002,站点-002,L10号线,2026-04-06,12,0,0,5327
ST002,站点-002,L10号线,2026-04-06,18,0,0,12301
ST002,站点-002,L10号线,2026-04-06,19,0,0,13433
ST002,站点-002,L10号线,2026-04-06,20,0,0,5860
ST002,站点-002,L10号线,2026-04-07,7,0,0,14269
ST002,站点-002,L10号线,2026-04-07,8,0,0,12570
