event_id,user_id,event_type,timestamp,date,hour,platform,app_version,session_id,screen,duration_sec
E4000089,U23391,purchase,2026-04-26 23:25:02,2026-04-26,23,Web,1.2.0,SES16649,首页,5.5
E4000090,U44556,search,2026-04-28 20:50:53,2026-04-28,20,Android,1.2.0,SES92809,详情,100.2
E4000091,U28189,click,2026-04-03 06:19:17,2026-04-03,6,Android,1.3.0,SES17938,详情,29.6
E4000092,U35598,search,2026-04-08 23:11:06,2026-04-08,23,Android,1.2.0,SES70268,购物车,39.5
E4000093,U32581,page_view,2026-04-13 06:12:08,2026-04-13,6,Web,1.0.0,SES52697,详情,20.3
E4000094,U46720,click,2026-04-06 14:30:08,2026-04-06,14,iOS,1.2.0,SES50604,我的,48.7
E4000095,U17107,app_open,2026-04-30 06:07:58,2026-04-30,6,Web,1.1.0,SES86974,我的,55.8
E4000096,U16342,share,2026-04-08 11:51:10,2026-04-08,11,Web,1.1.0,SES61653,购物车,3.9
E4000097,U42346,app_open,2026-04-11 22:13:32,2026-04-11,22,Web,1.3.0,SES70166,设置,1.6
E4000098,U20164,click,2026-04-17 05:30:21,2026-04-17,5,Web,1.1.0,SES99880,首页,54.2
E4000099,U36903,page_view,2026-04-25 21:20:58,2026-04-25,21,Android,1.2.0,SES14145,搜索,112.4
E4000100,U7833,page_view,2026-04-13 04:01:01,2026-04-13,4,Web,1.2.0,SES84171,首页,0.7
E4000101,U19107,app_open,2026-04-19 21:12:46,2026-04-19,21,Web,1.3.0,SES28623,购物车,5.0
E4000102,U26353,app_open,2026-04-08 08:52:04,2026-04-08,8,iOS,1.2.0,SES25002,购物车,38.6
E4000103,U31931,app_open,2026-04-28 02:56:41,2026-04-28,2,Android,1.3.0,SES73425,购物车,31.6
E4000104,U45720,page_view,2026-04-16 08:53:23,2026-04-16,8,Android,1.0.0,SES82044,我的,4.4
E4000105,U34554,page_view,2026-04-18 21:07:25,2026-04-18,21,Web,1.1.0,SES90126,详情,23.9
E4000106,U21193,purchase,2026-04-10 17:57:18,2026-04-10,17,iOS,1.1.0,SES13254,详情,6.0
E4000107,U4417,page_view,2026-04-25 00:32:59,2026-04-25,0,iOS,1.0.0,SES85162,详情,2.5
E4000108,U23146,app_open,2026-04-22 09:15:22,2026-04-22,9,Android,1.1.0,SES71667,详情,81.3
E4000109,U25208,click,2026-04-04 01:29:10,2026-04-04,1,iOS,1.0.0,SES26774,购物车,12.2
E4000110,U15215,app_open,2026-04-15 04:48:16,2026-04-15,4,Android,1.1.0,SES11222,设置,48.5
E4000111,U7086,app_open,2026-04-26 09:28:43,2026-04-26,9,Web,1.3.0,SES49900,详情,52.1
E4000112,U41445,page_view,2026-04-10 12:39:57,2026-04-10,12,Web,1.3.0,SES23912,详情,33.2
E4000113,U45290,page_view,2026-04-01 06:58:48,2026-04-01,6,iOS,1.2.0,SES14744,购物车,12.4
E4000114,U41095,click,2026-04-12 00:25:46,2026-04-12,0,iOS,1.2.0,SES48507,我的,2.7
E4000115,U49364,search,2026-04-12 16:50:49,2026-04-12,16,iOS,1.2.0,SES70660,详情,12.4
E4000116,U14629,page_view,2026-04-01 23:04:11,2026-04-01,23,Web,1.1.0,SES26859,设置,28.1
E4000117,U22467,page_view,2026-04-05 13:28:10,2026-04-05,13,Web,1.1.0,SES94876,设置,81.4
E4000118,U29216,page_view,2026-04-30 19:45:35,2026-04-30,19,Android,1.3.0,SES59770,详情,14.5
E4000119,U9952,app_open,2026-04-18 13:42:14,2026-04-18,13,Android,1.0.0,SES88819,我的,13.4
E4000120,U26792,page_view,2026-04-18 14:35:03,2026-04-18,14,iOS,1.1.0,SES56871,我的,2.4
E4000121,U36997,share,2026-04-22 19:53:28,2026-04-22,19,Web,1.1.0,SES23243,搜索,6.9
E4000122,U21393,page_view,2026-04-02 04:53:12,2026-04-02,4,iOS,1.3.0,SES19532,详情,45.1
E4000123,U6541,page_view,2026-04-30 13:42:00,2026-04-30,13,Web,1.2.0,SES78962,我的,24.0
E4000124,U2902,click,2026-04-19 00:24:03,2026-04-19,0,Android,1.1.0,SES80921,首页,63.8
E4000125,U8167,click,2026-04-27 14:16:34,2026-04-27,14,Web,1.3.0,SES23302,我的,4.6
E4000126,U21148,search,2026-04-19 18:17:36,2026-04-19,18,iOS,1.0.0,SES99329,购物车,99.0
E4000127,U18860,click,2026-04-27 23:12:15,2026-04-27,23,Web,1.2.0,SES32519,搜索,13.5
E4000128,U35525,purchase,2026-04-05 06:33:35,2026-04-05,6,Web,1.1.0,SES46171,我的,20.0
E4000129,U34432,search,2026-04-03 01:41:16,2026-04-03,1,Web,1.2.0,SES87247,搜索,13.6
E4000130,U8104,page_view,2026-04-01 07:35:50,2026-04-01,7,Web,1.2.0,SES47845,我的,8.6
E4000131,U7724,page_view,2026-04-16 20:27:41,2026-04-16,20,iOS,1.1.0,SES35741,首页,83.9
E4000132,U8841,page_view,2026-04-08 14:34:18,2026-04-08,14,Web,1.0.0,SES38728,首页,98.0
E4000133,U28486,search,2026-04-04 15:12:53,2026-04-04,15,Web,1.0.0,SES99105,首页,22.8
E4000134,U20636,page_view,2026-04-24 01:27:16,2026-04-24,1,iOS,1.3.0,SES99035,我的,46.0
E4000135,U5569,logout,2026-04-26 23:40:53,2026-04-26,23,Android,1.0.0,SES91161,首页,41.8
E4000136,U5902,page_view,2026-04-29 02:58:52,2026-04-29,2,Web,1.1.0,SES77226,我的,8.5
E4000137,U15647,page_view,2026-04-25 14:48:41,2026-04-25,14,Android,1.0.0,SES73041,购物车,49.9
E4000138,U13532,page_view,2026-04-03 07:26:19,2026-04-03,7,Web,1.1.0,SES92360,设置,33.0
E4000139,U21427,page_view,2026-04-10 01:58:48,2026-04-10,1,Android,1.1.0,SES11178,设置,42.4
E4000140,U11451,page_view,2026-04-28 21:52:02,2026-04-28,21,Android,1.2.0,SES60993,搜索,91.2
E4000141,U16165,purchase,2026-04-19 13:25:14,2026-04-19,13,iOS,1.2.0,SES23626,详情,78.8
E4000142,U45568,click,2026-04-02 20:53:50,2026-04-02,20,Web,1.1.0,SES84598,我的,41.9
E4000143,U23797,page_view,2026-04-06 10:10:05,2026-04-06,10,iOS,1.2.0,SES57359,设置,26.6
E4000144,U21164,purchase,2026-04-16 12:49:07,2026-04-16,12,Android,1.0.0,SES71874,首页,19.2
E4000145,U21728,click,2026-04-19 16:01:43,2026-04-19,16,Android,1.0.0,SES20577,搜索,21.3
E4000146,U3737,page_view,2026-04-28 19:29:09,2026-04-28,19,iOS,1.2.0,SES87777,首页,15.9
E4000147,U37263,click,2026-04-04 09:30:01,2026-04-04,9,Android,1.2.0,SES55185,搜索,7.6
E4000148,U18208,page_view,2026-04-21 09:21:04,2026-04-21,9,Android,1.0.0,SES19985,搜索,11.5
E4000149,U47043,page_view,2026-04-14 05:53:43,2026-04-14,5,Web,1.1.0,SES51673,购物车,34.3
E4000150,U11222,app_open,2026-04-22 13:55:51,2026-04-22,13,Android,1.0.0,SES63629,设置,22.4
E4000151,U24265,page_view,2026-04-23 03:22:00,2026-04-23,3,Android,1.1.0,SES68893,搜索,9.1
E4000152,U43448,page_view,2026-04-05 17:04:36,2026-04-05,17,iOS,1.1.0,SES40058,详情,8.3
E4000153,U28224,search,2026-04-10 12:33:47,2026-04-10,12,Android,1.0.0,SES46701,购物车,70.5
E4000154,U14636,page_view,2026-04-28 07:45:45,2026-04-28,7,iOS,1.0.0,SES60026,购物车,5.7
E4000155,U20650,app_open,2026-04-13 08:29:37,2026-04-13,8,Android,1.2.0,SES30729,首页,1.2
E4000156,U32931,click,2026-04-11 21:37:45,2026-04-11,21,iOS,1.3.0,SES48035,我的,19.4
E4000157,U19827,app_open,2026-04-08 16:25:40,2026-04-08,16,iOS,1.3.0,SES43246,设置,1.4
E4000158,U1101,page_view,2026-04-20 19:18:54,2026-04-20,19,Android,1.3.0,SES69950,搜索,33.3
E4000159,U47396,page_view,2026-04-10 18:33:03,2026-04-10,18,Web,1.1.0,SES37619,详情,46.4
E4000160,U15441,purchase,2026-04-22 20:27:52,2026-04-22,20,iOS,1.1.0,SES57780,购物车,48.8
E4000161,U30359,app_open,2026-04-16 01:41:57,2026-04-16,1,Web,1.0.0,SES75588,详情,7.4
E4000162,U11818,page_view,2026-04-15 16:13:29,2026-04-15,16,iOS,1.2.0,SES75509,我的,48.8
E4000163,U23157,purchase,2026-04-25 02:38:27,2026-04-25,2,iOS,1.1.0,SES23845,设置,2.5
E4000164,U19436,app_open,2026-04-14 03:42:14,2026-04-14,3,Android,1.2.0,SES58989,详情,125.9
E4000165,U39260,app_open,2026-04-12 21:47:57,2026-04-12,21,Web,1.2.0,SES62424,详情,11.8
E4000166,U19420,register,2026-04-19 16:49:32,2026-04-19,16,Android,1.1.0,SES89146,购物车,42.8
E4000167,U3956,app_open,2026-04-19 09:22:20,2026-04-19,9,Android,1.2.0,SES66147,我的,38.1
E4000168,U21973,click,2026-04-25 20:54:27,2026-04-25,20,iOS,1.1.0,SES79287,购物车,22.4
E4000169,U41116,app_open,2026-04-29 01:27:24,2026-04-29,1,Web,1.0.0,SES48764,首页,16.6
E4000170,U12464,click,2026-04-30 00:47:48,2026-04-30,0,Android,1.1.0,SES12207,详情,107.2
E4000171,U37579,app_open,2026-04-24 07:04:14,2026-04-24,7,iOS,1.2.0,SES56637,首页,41.8
E4000172,U42336,click,2026-04-04 05:06:07,2026-04-04,5,iOS,1.3.0,SES87249,详情,6.7
E4000173,U37284,page_view,2026-04-21 16:38:59,2026-04-21,16,iOS,1.1.0,SES73425,首页,33.5
E4000174,U15215,page_view,2026-04-27 00:45:55,2026-04-27,0,Web,1.0.0,SES24000,首页,15.2
E4000175,U6489,app_open,2026-04-25 16:33:40,2026-04-25,16,Android,1.2.0,SES68174,详情,11.3
E4000176,U19456,app_open,2026-04-20 19:24:00,2026-04-20,19,iOS,1.1.0,SES90338,搜索,13.7
E4000177,U10270,page_view,2026-04-16 01:54:24,2026-04-16,1,Android,1.2.0,SES54263,我的,65.7
E4000178,U1415,click,2026-04-29 17:45:40,2026-04-29,17,iOS,1.0.0,SES19410,详情,15.6
E4000179,U10000,app_open,2026-04-11 01:12:21,2026-04-11,1,iOS,1.1.0,SES33373,搜索,5.4
E4000180,U30778,share,2026-04-11 21:05:32,2026-04-11,21,Android,1.0.0,SES18546,设置,20.2
E4000181,U49700,page_view,2026-04-26 22:32:54,2026-04-26,22,Android,1.3.0,SES13915,首页,64.4
E4000182,U28024,page_view,2026-04-27 00:13:42,2026-04-27,0,iOS,1.0.0,SES99843,购物车,5.1
E4000183,U14910,search,2026-04-23 15:09:11,2026-04-23,15,iOS,1.0.0,SES97265,首页,0.5
E4000184,U27649,register,2026-04-26 18:45:17,2026-04-26,18,iOS,1.0.0,SES64414,设置,3.1
E4000185,U27911,app_open,2026-04-30 23:52:07,2026-04-30,23,Web,1.2.0,SES27718,购物车,85.6
E4000186,U26734,page_view,2026-04-02 19:25:16,2026-04-02,19,Android,1.0.0,SES99687,搜索,9.3
E4000187,U37369,share,2026-04-29 18:05:49,2026-04-29,18,Web,1.1.0,SES88625,购物车,14.0
E4000188,U12871,page_view,2026-04-25 06:39:39,2026-04-25,6,Android,1.3.0,SES84420,详情,20.1
E4000189,U1382,page_view,2026-04-01 16:55:25,2026-04-01,16,Android,1.2.0,SES54877,详情,45.9
E4000190,U40474,click,2026-04-17 12:21:36,2026-04-17,12,Android,1.2.0,SES24804,搜索,13.0
E4000191,U49585,click,2026-04-23 03:08:16,2026-04-23,3,Android,1.1.0,SES36839,首页,23.0
E4000192,U24767,click,2026-04-16 18:14:10,2026-04-16,18,Android,1.1.0,SES30046,我的,5.7
E4000193,U12522,click,2026-04-13 20:55:06,2026-04-13,20,iOS,1.2.0,SES62785,购物车,1.4
E4000194,U33938,page_view,2026-04-26 01:33:42,2026-04-26,1,Web,1.1.0,SES11016,设置,13.4
E4000195,U4517,page_view,2026-04-30 13:19:03,2026-04-30,13,Web,1.2.0,SES40014,设置,24.8
E4000196,U44385,page_view,2026-04-21 14:27:16,2026-04-21,14,Web,1.1.0,SES89509,搜索,4.0
E4000197,U42455,page_view,2026-04-19 13:31:39,2026-04-19,13,iOS,1.2.0,SES26550,详情,94.3
E4000198,U34899,click,2026-04-23 19:57:41,2026-04-23,19,iOS,1.2.0,SES26307,详情,1.2
E4000199,U36732,app_open,2026-04-21 14:04:03,2026-04-21,14,Android,1.2.0,SES87920,详情,187.0
E4000200,U42124,search,2026-04-14 17:40:39,2026-04-14,17,Web,1.3.0,SES86395,首页,0.5
E4000201,U17343,page_view,2026-04-20 01:31:04,2026-04-20,1,Web,1.3.0,SES84527,设置,166.2
E4000202,U41011,click,2026-04-20 02:51:57,2026-04-20,2,Android,1.1.0,SES33938,设置,34.6
E4000203,U49641,app_open,2026-04-12 16:55:57,2026-04-12,16,Android,1.3.0,SES40151,首页,86.3
E4000204,U14535,page_view,2026-04-05 19:30:05,2026-04-05,19,Android,1.1.0,SES10069,购物车,37.8
E4000205,U31949,click,2026-04-29 23:49:13,2026-04-29,23,Web,1.2.0,SES35829,购物车,88.0
E4000206,U47858,register,2026-04-03 09:54:16,2026-04-03,9,Web,1.1.0,SES11163,设置,21.7
E4000207,U33333,click,2026-04-29 09:24:43,2026-04-29,9,iOS,1.0.0,SES57342,我的,15.4
E4000208,U25639,page_view,2026-04-21 22:23:54,2026-04-21,22,Android,1.0.0,SES68804,我的,4.3
E4000209,U13558,logout,2026-04-15 00:14:43,2026-04-15,0,iOS,1.0.0,SES42789,详情,68.5
E4000210,U14333,logout,2026-04-25 07:11:11,2026-04-25,7,Web,1.1.0,SES61545,我的,30.7
E4000211,U36058,page_view,2026-04-24 09:16:47,2026-04-24,9,iOS,1.0.0,SES61992,详情,19.7
E4000212,U21920,page_view,2026-04-14 17:36:51,2026-04-14,17,Android,1.2.0,SES73873,购物车,0.3
E4000213,U9250,app_open,2026-04-29 20:42:06,2026-04-29,20,iOS,1.1.0,SES68558,首页,56.3
E4000214,U5902,click,2026-04-14 09:43:58,2026-04-14,9,iOS,1.1.0,SES77556,详情,101.4
E4000215,U30110,app_open,2026-04-23 05:28:45,2026-04-23,5,iOS,1.2.0,SES20259,搜索,74.3
E4000216,U42898,app_open,2026-04-27 22:23:36,2026-04-27,22,iOS,1.1.0,SES91784,详情,18.6
E4000217,U4197,click,2026-04-22 00:23:49,2026-04-22,0,Android,1.2.0,SES39459,搜索,19.8
E4000218,U20394,app_open,2026-04-03 07:38:42,2026-04-03,7,iOS,1.2.0,SES24162,我的,19.4
E4000219,U13043,app_open,2026-04-10 18:38:43,2026-04-10,18,Android,1.2.0,SES66182,购物车,49.6
E4000220,U48194,page_view,2026-04-01 15:06:10,2026-04-01,15,Web,1.0.0,SES79492,首页,52.2
E4000221,U18726,page_view,2026-04-16 04:04:06,2026-04-16,4,iOS,1.3.0,SES20180,搜索,12.6
E4000222,U49747,page_view,2026-04-28 05:42:51,2026-04-28,5,Android,1.3.0,SES19123,我的,38.3
E4000223,U40713,page_view,2026-04-27 17:26:35,2026-04-27,17,iOS,1.0.0,SES37859,购物车,39.1
E4000224,U34911,app_open,2026-04-11 17:53:48,2026-04-11,17,Web,1.2.0,SES19320,首页,31.9
E4000225,U20255,search,2026-04-01 02:24:55,2026-04-01,2,iOS,1.1.0,SES18924,详情,53.5
E4000226,U10820,page_view,2026-04-12 02:44:30,2026-04-12,2,Android,1.3.0,SES58987,详情,8.4
E4000227,U1987,page_view,2026-04-18 03:35:31,2026-04-18,3,iOS,1.3.0,SES61763,购物车,15.8
E4000228,U5846,app_open,2026-04-10 22:42:21,2026-04-10,22,iOS,1.0.0,SES29203,首页,103.8
E4000229,U23580,click,2026-04-10 23:36:43,2026-04-10,23,iOS,1.0.0,SES40489,首页,75.2
E4000230,U44574,click,2026-04-13 07:25:18,2026-04-13,7,Android,1.0.0,SES51765,我的,22.7
E4000231,U28482,page_view,2026-04-18 00:56:37,2026-04-18,0,Web,1.2.0,SES49732,搜索,106.1
E4000232,U17868,page_view,2026-04-30 18:53:36,2026-04-30,18,Web,1.0.0,SES30769,首页,30.2
E4000233,U48293,logout,2026-04-12 07:57:24,2026-04-12,7,Web,1.3.0,SES56489,搜索,33.7
E4000234,U29379,page_view,2026-04-03 23:30:42,2026-04-03,23,Android,1.3.0,SES28253,我的,80.6
E4000235,U15446,app_open,2026-04-03 19:25:37,2026-04-03,19,Android,1.2.0,SES49040,设置,5.0
E4000236,U41412,page_view,2026-04-03 17:30:43,2026-04-03,17,iOS,1.2.0,SES46008,搜索,24.8
E4000237,U15854,register,2026-04-17 04:23:14,2026-04-17,4,iOS,1.1.0,SES15476,搜索,4.2
E4000238,U26704,page_view,2026-04-20 02:46:46,2026-04-20,2,iOS,1.2.0,SES28341,详情,48.4
E4000239,U30562,app_open,2026-04-03 11:56:34,2026-04-03,11,iOS,1.2.0,SES93786,详情,63.1
E4000240,U26788,click,2026-04-03 00:45:38,2026-04-03,0,iOS,1.0.0,SES45177,设置,25.5
E4000241,U29696,click,2026-04-04 07:26:11,2026-04-04,7,Android,1.1.0,SES29090,购物车,16.9
E4000242,U9670,page_view,2026-04-29 15:47:24,2026-04-29,15,iOS,1.2.0,SES20949,搜索,104.5
E4000243,U23035,share,2026-04-05 05:06:21,2026-04-05,5,Web,1.0.0,SES49827,搜索,65.4
E4000244,U40316,search,2026-04-16 19:25:22,2026-04-16,19,Android,1.1.0,SES95983,首页,6.4
E4000245,U5932,share,2026-04-30 09:14:58,2026-04-30,9,iOS,1.2.0,SES58192,购物车,59.2
E4000246,U17055,purchase,2026-04-13 07:35:33,2026-04-13,7,Android,1.3.0,SES34111,详情,80.9
E4000247,U18099,click,2026-04-29 23:32:34,2026-04-29,23,iOS,1.0.0,SES79654,首页,25.0
