city,year,month,date,avg_temp,max_temp,min_temp,precipitation_mm,humidity_pct,aqi
广州,2024,10,2024-10-15,21.7,25.8,14.0,1.4,58,119
广州,2024,11,2024-11-15,13.4,17.2,9.1,10.2,59,99
广州,2024,12,2024-12-15,10.2,16.3,6.9,8.4,54,81
广州,2025,1,2025-01-15,12.3,18.8,7.3,4.0,62,86
广州,2025,2,2025-02-15,10.0,14.0,4.7,4.4,59,55
广州,2025,3,2025-03-15,18.6,24.2,15.3,35.5,80,40
广州,2025,4,2025-04-15,21.1,27.9,15.9,20.9,56,120
广州,2025,5,2025-05-15,29.2,35.5,24.0,36.4,61,119
广州,2025,6,2025-06-15,30.7,35.2,26.9,31.7,69,117
广州,2025,7,2025-07-15,33.6,39.8,25.9,100.4,77,81
广州,2025,8,2025-08-15,33.4,39.5,28.3,80.8,62,111
广州,2025,9,2025-09-15,28.8,32.6,22.9,153.7,92,96
广州,2025,10,2025-10-15,21.2,24.6,13.9,7.0,48,90
广州,2025,11,2025-11-15,15.5,23.2,10.5,15.5,74,85
广州,2025,12,2025-12-15,10.3,17.9,3.6,3.1,57,138
深圳,2021,1,2021-01-15,9.8,14.8,6.6,4.5,65,77
深圳,2021,2,2021-02-15,12.9,16.4,9.8,99.3,74,104
深圳,2021,3,2021-03-15,17.5,24.4,9.6,39.7,39,59
深圳,2021,4,2021-04-15,22.8,28.9,15.6,7.1,48,103
深圳,2021,5,2021-05-15,28.5,36.1,20.9,118.3,56,68
深圳,2021,6,2021-06-15,31.7,39.6,28.2,37.6,90,89
深圳,2021,7,2021-07-15,35.6,41.7,28.0,110.0,89,92
深圳,2021,8,2021-08-15,33.0,37.9,28.6,152.5,79,70
深圳,2021,9,2021-09-15,29.5,36.0,22.5,23.7,61,78
深圳,2021,10,2021-10-15,22.8,28.2,16.0,4.6,75,116
深圳,2021,11,2021-11-15,17.9,24.8,12.9,13.6,75,68
深圳,2021,12,2021-12-15,11.7,15.2,6.7,14.6,65,97
深圳,2022,1,2022-01-15,9.4,15.1,2.5,35.6,57,86
深圳,2022,2,2022-02-15,11.1,14.8,6.0,1.7,71,46
深圳,2022,3,2022-03-15,18.8,22.0,15.4,123.5,60,71
深圳,2022,4,2022-04-15,22.6,27.4,16.9,0.7,59,96
深圳,2022,5,2022-05-15,27.7,32.2,24.3,48.0,59,71
深圳,2022,6,2022-06-15,34.3,41.0,26.5,112.7,60,104
深圳,2022,7,2022-07-15,33.7,41.3,26.1,107.2,75,112
深圳,2022,8,2022-08-15,32.9,40.5,27.7,9.7,80,35
深圳,2022,9,2022-09-15,27.4,32.4,24.0,54.1,67,116
深圳,2022,10,2022-10-15,23.1,26.5,17.9,0.2,62,150
深圳,2022,11,2022-11-15,17.1,22.6,12.3,9.1,70,63
深圳,2022,12,2022-12-15,13.0,16.3,9.5,34.0,92,47
深圳,2023,1,2023-01-15,13.0,18.5,5.5,42.4,68,22
深圳,2023,2,2023-02-15,14.4,18.3,8.8,17.0,71,92
深圳,2023,3,2023-03-15,18.1,25.8,11.8,1.7,74,68
深圳,2023,4,2023-04-15,21.6,26.1,14.9,30.4,70,28
深圳,2023,5,2023-05-15,28.6,34.5,24.6,149.1,83,91
深圳,2023,6,2023-06-15,35.4,38.6,29.8,13.8,49,94
深圳,2023,7,2023-07-15,35.7,40.3,31.0,17.4,74,107
深圳,2023,8,2023-08-15,34.1,38.7,28.8,20.7,79,82
深圳,2023,9,2023-09-15,27.9,31.6,24.9,105.9,59,43
深圳,2023,10,2023-10-15,23.5,30.9,15.5,9.3,59,117
深圳,2023,11,2023-11-15,15.8,22.8,9.6,1.1,50,65
深圳,2023,12,2023-12-15,12.3,17.0,6.3,16.5,68,93
深圳,2024,1,2024-01-15,11.1,15.9,4.2,23.9,75,142
深圳,2024,2,2024-02-15,13.5,20.1,6.0,27.4,69,76
深圳,2024,3,2024-03-15,16.5,19.6,13.4,2.2,73,51
深圳,2024,4,2024-04-15,24.6,29.3,16.6,68.4,73,76
深圳,2024,5,2024-05-15,29.2,32.7,23.9,6.1,69,80
深圳,2024,6,2024-06-15,34.2,39.8,28.0,41.4,79,89
深圳,2024,7,2024-07-15,33.5,39.3,28.4,0.9,59,64
深圳,2024,8,2024-08-15,34.3,37.8,28.5,7.4,74,130
深圳,2024,9,2024-09-15,27.5,30.7,22.9,41.0,75,69
深圳,2024,10,2024-10-15,24.3,30.6,18.2,23.4,68,30
深圳,2024,11,2024-11-15,15.8,23.0,8.5,1.0,73,69
深圳,2024,12,2024-12-15,12.0,19.6,4.5,27.2,81,43
深圳,2025,1,2025-01-15,11.5,15.7,6.2,31.0,61,101
深圳,2025,2,2025-02-15,12.9,20.8,9.5,32.9,58,117
深圳,2025,3,2025-03-15,16.2,22.0,9.9,7.9,59,78
深圳,2025,4,2025-04-15,24.5,27.5,17.6,7.7,80,83
深圳,2025,5,2025-05-15,29.1,32.5,25.3,62.0,74,107
深圳,2025,6,2025-06-15,33.2,36.4,27.7,63.1,66,160
深圳,2025,7,2025-07-15,36.2,40.9,32.9,7.5,72,40
深圳,2025,8,2025-08-15,33.9,40.3,27.6,21.5,74,108
深圳,2025,9,2025-09-15,28.2,36.1,25.2,78.0,45,62
深圳,2025,10,2025-10-15,22.4,27.7,16.4,2.6,63,83
深圳,2025,11,2025-11-15,16.4,23.2,11.1,13.7,72,88
深圳,2025,12,2025-12-15,13.7,17.0,10.4,65.4,70,78
杭州,2021,1,2021-01-15,3.2,10.7,-1.8,17.3,53,92
杭州,2021,2,2021-02-15,5.2,12.3,-0.6,0.9,73,102
杭州,2021,3,2021-03-15,11.8,15.9,4.7,21.9,95,105
杭州,2021,4,2021-04-15,18.1,23.2,13.7,8.7,71,57
杭州,2021,5,2021-05-15,26.1,31.6,19.1,71.7,64,54
杭州,2021,6,2021-06-15,29.7,34.2,24.8,178.5,63,126
杭州,2021,7,2021-07-15,29.2,32.3,23.2,37.8,86,102
杭州,2021,8,2021-08-15,28.1,35.1,24.1,27.7,74,52
杭州,2021,9,2021-09-15,22.5,29.8,19.5,166.8,81,90
杭州,2021,10,2021-10-15,16.7,23.9,12.4,44.3,86,79
杭州,2021,11,2021-11-15,10.8,15.8,7.1,35.7,68,37
杭州,2021,12,2021-12-15,8.2,11.7,4.9,69.7,53,105
杭州,2022,1,2022-01-15,3.8,11.1,-2.4,2.0,66,99
杭州,2022,2,2022-02-15,4.6,8.8,-1.7,0.1,85,20
杭州,2022,3,2022-03-15,12.2,19.9,8.7,14.2,68,104
杭州,2022,4,2022-04-15,15.2,22.2,9.1,8.7,73,58
杭州,2022,5,2022-05-15,20.5,23.6,17.1,126.6,63,20
杭州,2022,6,2022-06-15,25.6,30.5,20.9,14.7,51,30
杭州,2022,7,2022-07-15,26.8,32.7,23.5,65.7,52,113
杭州,2022,8,2022-08-15,26.7,34.5,21.7,16.8,61,109
杭州,2022,9,2022-09-15,23.2,28.8,16.7,24.2,63,52
杭州,2022,10,2022-10-15,18.1,23.2,14.4,14.0,72,57
杭州,2022,11,2022-11-15,11.9,17.0,5.6,37.0,53,30
杭州,2022,12,2022-12-15,8.1,12.3,1.7,11.2,84,64
杭州,2023,1,2023-01-15,3.8,9.7,-2.2,10.2,64,68
杭州,2023,2,2023-02-15,6.4,12.2,-1.6,14.8,56,64
杭州,2023,3,2023-03-15,10.4,13.9,2.5,8.0,72,113
杭州,2023,4,2023-04-15,16.9,22.3,9.7,26.4,57,54
杭州,2023,5,2023-05-15,25.8,29.4,20.5,13.9,70,72
杭州,2023,6,2023-06-15,27.7,34.9,19.8,77.3,76,66
杭州,2023,7,2023-07-15,29.7,35.2,24.8,31.1,80,88
杭州,2023,8,2023-08-15,27.6,32.1,21.7,20.0,64,132
杭州,2023,9,2023-09-15,21.8,25.1,14.0,6.3,81,80
杭州,2023,10,2023-10-15,17.2,24.5,13.4,34.3,84,116
杭州,2023,11,2023-11-15,13.3,18.9,5.8,13.2,84,93
杭州,2023,12,2023-12-15,8.2,14.8,2.8,4.5,84,110
杭州,2024,1,2024-01-15,3.7,9.8,-1.0,0.5,89,92
杭州,2024,2,2024-02-15,7.2,12.8,-0.7,20.0,70,20
杭州,2024,3,2024-03-15,11.7,19.0,4.1,51.1,61,26
杭州,2024,4,2024-04-15,16.4,22.2,12.7,14.9,70,77
杭州,2024,5,2024-05-15,22.9,28.0,19.3,112.9,78,69
杭州,2024,6,2024-06-15,26.3,34.1,20.7,59.9,66,96
杭州,2024,7,2024-07-15,28.3,36.3,22.7,29.5,65,114
杭州,2024,8,2024-08-15,27.0,34.7,21.3,68.6,69,20
杭州,2024,9,2024-09-15,23.3,28.9,15.7,88.0,65,100
杭州,2024,10,2024-10-15,16.0,19.3,9.3,29.0,74,79
杭州,2024,11,2024-11-15,11.1,16.7,6.6,16.1,71,49
杭州,2024,12,2024-12-15,7.4,14.3,-0.5,13.1,68,82
杭州,2025,1,2025-01-15,6.1,12.1,-0.4,2.9,76,96
杭州,2025,2,2025-02-15,5.8,13.8,2.8,17.0,62,58
杭州,2025,3,2025-03-15,11.1,19.0,4.6,0.2,62,62
杭州,2025,4,2025-04-15,14.8,21.3,10.5,6.0,87,76
杭州,2025,5,2025-05-15,23.8,29.3,16.2,13.2,53,66
杭州,2025,6,2025-06-15,28.2,34.6,24.9,52.3,55,54
杭州,2025,7,2025-07-15,29.0,33.9,23.6,58.3,76,124
杭州,2025,8,2025-08-15,28.1,32.6,21.8,11.0,63,69
杭州,2025,9,2025-09-15,24.8,28.9,18.9,10.2,60,46
杭州,2025,10,2025-10-15,16.5,23.5,13.3,1.9,70,20
杭州,2025,11,2025-11-15,10.5,16.6,5.3,35.9,76,81
杭州,2025,12,2025-12-15,8.5,15.8,3.0,16.7,64,23
成都,2021,1,2021-01-15,4.3,10.0,-2.3,25.8,81,127
成都,2021,2,2021-02-15,5.4,12.4,-1.9,28.1,53,20
成都,2021,3,2021-03-15,9.7,17.5,5.2,10.5,83,145
成都,2021,4,2021-04-15,16.8,21.6,9.3,23.0,51,57
成都,2021,5,2021-05-15,22.8,28.3,17.5,22.9,80,66
成都,2021,6,2021-06-15,26.5,32.7,20.9,83.1,97,103
成都,2021,7,2021-07-15,26.2,30.2,19.0,134.9,56,65
成都,2021,8,2021-08-15,28.2,35.3,23.0,22.5,52,58
成都,2021,9,2021-09-15,19.5,27.2,12.5,72.2,57,94
成都,2021,10,2021-10-15,15.0,20.1,8.8,16.4,90,89
成都,2021,11,2021-11-15,10.5,16.5,7.2,14.5,60,114
成都,2021,12,2021-12-15,6.7,13.5,0.8,8.2,70,33
成都,2022,1,2022-01-15,2.5,6.3,-1.2,7.5,44,110
成都,2022,2,2022-02-15,5.6,8.9,-0.5,13.9,66,75
成都,2022,3,2022-03-15,11.4,18.3,7.9,1.8,63,50
成都,2022,4,2022-04-15,16.6,23.2,11.0,6.8,75,70
成都,2022,5,2022-05-15,20.8,24.5,17.7,25.9,52,20
成都,2022,6,2022-06-15,29.3,33.4,23.0,14.4,60,49
成都,2022,7,2022-07-15,27.7,30.9,22.5,57.6,78,58
成都,2022,8,2022-08-15,22.6,28.5,16.8,48.9,57,59
成都,2022,9,2022-09-15,20.5,26.7,17.1,73.5,77,50
成都,2022,10,2022-10-15,16.6,21.1,10.3,3.0,71,127
成都,2022,11,2022-11-15,10.7,17.3,4.2,11.4,77,123
成都,2022,12,2022-12-15,3.8,9.9,-1.1,8.3,86,134
成都,2023,1,2023-01-15,3.2,10.8,0.0,7.2,67,89
成都,2023,2,2023-02-15,6.1,12.5,1.1,5.1,83,83
成都,2023,3,2023-03-15,9.2,13.6,3.4,4.7,50,77
成都,2023,4,2023-04-15,15.0,21.3,9.2,3.7,89,44
成都,2023,5,2023-05-15,20.6,25.2,13.5,8.3,65,60
成都,2023,6,2023-06-15,22.7,30.4,15.8,25.8,69,111
成都,2023,7,2023-07-15,29.1,35.0,23.6,57.2,84,145
成都,2023,8,2023-08-15,27.1,32.4,24.0,2.0,82,66
成都,2023,9,2023-09-15,21.5,25.8,13.6,88.2,50,97
成都,2023,10,2023-10-15,15.9,21.0,8.9,11.9,70,56
成都,2023,11,2023-11-15,11.7,18.6,7.7,40.3,86,73
成都,2023,12,2023-12-15,7.5,14.6,0.7,19.6,90,56
成都,2024,1,2024-01-15,3.6,9.8,-0.8,23.0,41,91
成都,2024,2,2024-02-15,5.3,12.4,1.0,3.5,73,117
成都,2024,3,2024-03-15,10.7,18.5,5.9,38.0,77,60
成都,2024,4,2024-04-15,15.6,19.3,11.1,32.3,63,59
成都,2024,5,2024-05-15,23.4,29.6,16.5,266.1,62,20
成都,2024,6,2024-06-15,26.0,33.9,18.4,11.3,56,43
成都,2024,7,2024-07-15,27.3,31.8,23.9,109.6,75,98
成都,2024,8,2024-08-15,29.4,35.9,21.6,72.5,54,101
成都,2024,9,2024-09-15,22.8,28.2,18.3,46.9,56,92
成都,2024,10,2024-10-15,16.5,20.6,12.2,11.6,73,93
成都,2024,11,2024-11-15,8.1,15.7,2.4,25.8,60,79
成都,2024,12,2024-12-15,5.2,8.2,0.5,4.2,75,95
成都,2025,1,2025-01-15,5.5,8.8,-1.1,2.9,84,100
成都,2025,2,2025-02-15,4.3,9.0,-3.5,7.6,68,25
成都,2025,3,2025-03-15,8.4,14.5,0.9,27.9,69,47
成都,2025,4,2025-04-15,15.4,21.0,8.8,19.7,83,61
成都,2025,5,2025-05-15,21.5,25.2,14.3,56.0,56,92
成都,2025,6,2025-06-15,28.7,32.8,22.9,53.2,84,78
成都,2025,7,2025-07-15,26.9,31.7,21.1,56.4,58,72
成都,2025,8,2025-08-15,25.1,32.1,18.0,26.7,66,122
成都,2025,9,2025-09-15,21.2,29.1,16.6,34.1,58,101
成都,2025,10,2025-10-15,15.7,22.7,9.8,10.1,63,93
成都,2025,11,2025-11-15,8.4,12.4,1.5,52.5,70,100
成都,2025,12,2025-12-15,4.6,10.2,1.5,3.3,74,87
武汉,2021,1,2021-01-15,4.6,8.1,0.9,32.9,98,101
武汉,2021,2,2021-02-15,6.0,12.9,-0.9,23.7,81,90
武汉,2021,3,2021-03-15,10.9,16.4,6.4,36.6,69,93
武汉,2021,4,2021-04-15,14.4,18.0,11.3,38.0,80,78
武汉,2021,5,2021-05-15,23.9,30.6,16.7,138.1,49,29
武汉,2021,6,2021-06-15,27.9,33.0,23.6,41.4,70,47
武汉,2021,7,2021-07-15,28.2,34.8,23.4,11.7,60,89
武汉,2021,8,2021-08-15,30.5,33.9,25.3,1.6,73,56
武汉,2021,9,2021-09-15,22.4,26.2,17.5,23.5,75,125
武汉,2021,10,2021-10-15,18.5,26.1,11.2,5.7,62,76
武汉,2021,11,2021-11-15,10.0,15.9,5.4,14.0,50,22
武汉,2021,12,2021-12-15,7.2,14.4,1.0,19.7,39,70
武汉,2022,1,2022-01-15,4.5,10.1,1.4,9.4,83,89
武汉,2022,2,2022-02-15,7.2,13.9,1.3,14.7,90,57
武汉,2022,3,2022-03-15,8.6,12.8,4.0,11.4,87,123
武汉,2022,4,2022-04-15,17.4,21.2,13.8,0.3,77,129
武汉,2022,5,2022-05-15,24.4,27.6,17.4,6.2,86,56
武汉,2022,6,2022-06-15,27.4,35.0,19.5,59.4,77,97
武汉,2022,7,2022-07-15,27.7,31.3,23.9,29.6,96,80
武汉,2022,8,2022-08-15,25.5,29.8,21.1,17.3,63,91
武汉,2022,9,2022-09-15,23.2,29.8,20.0,42.1,79,85
武汉,2022,10,2022-10-15,18.9,23.8,11.1,0.9,80,39
武汉,2022,11,2022-11-15,10.8,16.7,4.3,8.8,64,127
武汉,2022,12,2022-12-15,4.8,9.0,-0.5,17.9,76,78
武汉,2023,1,2023-01-15,6.3,9.7,-0.5,5.8,97,26
武汉,2023,2,2023-02-15,7.7,12.5,2.7,24.4,72,43
武汉,2023,3,2023-03-15,10.7,16.4,4.7,75.0,73,86
武汉,2023,4,2023-04-15,15.6,21.1,9.4,17.8,52,132
武汉,2023,5,2023-05-15,21.9,29.7,15.1,62.8,68,129
武汉,2023,6,2023-06-15,27.9,34.1,23.1,152.1,68,71
武汉,2023,7,2023-07-15,29.2,32.3,23.4,113.9,61,76
