user_id,plan_code,cohort,region,city_tier,age_group,month,arpu_value,prev_arpu,arpu_change_pct,churn_flag,migration_date
U100001,P-青年,5G_legacy_migration,西南,T1,18-25,2026-12,69.17,71.0,-2.58,1,2026-04-15
U100002,P-4G-59,young_user,西南,T2,60+,2026-01,86.36,83.85,3.0,0,
U100002,P-4G-59,young_user,西南,T3,46-60,2026-02,81.13,83.88,-3.28,0,
U100002,P-4G-59,young_user,华北,T4,36-45,2026-03,86.94,82.67,5.16,0,
U100002,P-4G-59,young_user,华南,T2,60+,2026-04,83.9,82.26,1.99,0,
U100002,P-4G-59,young_user,华北,T1,46-60,2026-05,82.86,80.81,2.53,0,
U100002,P-4G-59,young_user,华南,T4,26-35,2026-06,84.3,85.92,-1.88,0,
U100002,P-4G-59,young_user,华中,T1,26-35,2026-07,84.21,87.04,-3.26,0,
U100002,P-4G-59,young_user,华东,T3,60+,2026-08,79.78,77.72,2.66,0,
U100002,P-4G-59,young_user,东北,T2,60+,2026-09,81.18,84.01,-3.37,0,
U100002,P-4G-59,young_user,华东,T2,18-25,2026-10,85.64,84.2,1.7,0,
U100002,P-4G-59,young_user,东北,T2,60+,2026-11,81.21,77.26,5.11,0,
U100002,P-4G-59,young_user,华中,T2,60+,2026-12,84.73,84.14,0.7,0,
U100003,P-5G-199,4G_retain,华东,T1,18-25,2026-01,81.66,82.83,-1.41,0,
U100003,P-5G-199,4G_retain,华北,T4,36-45,2026-02,83.15,87.23,-4.68,0,
U100003,P-5G-199,4G_retain,东北,T3,60+,2026-03,79.37,79.22,0.19,0,
U100003,P-5G-199,4G_retain,西南,T4,18-25,2026-04,79.63,79.03,0.76,0,
U100003,P-5G-199,4G_retain,西南,T1,18-25,2026-05,81.52,77.76,4.83,0,
U100003,P-5G-199,4G_retain,华南,T2,46-60,2026-06,80.42,83.98,-4.24,0,
U100003,P-5G-199,4G_retain,华中,T2,26-35,2026-07,82.9,84.16,-1.49,0,
U100003,P-5G-199,4G_retain,华北,T3,60+,2026-08,80.94,79.85,1.36,0,
U100003,P-5G-199,4G_retain,东北,T1,46-60,2026-09,86.75,82.91,4.63,0,
U100003,P-5G-199,4G_retain,华南,T4,60+,2026-10,82.75,85.4,-3.1,0,
U100003,P-5G-199,4G_retain,华南,T3,46-60,2026-11,85.22,86.48,-1.46,0,
U100003,P-5G-199,4G_retain,华北,T1,60+,2026-12,80.58,77.63,3.81,0,
U100004,P-4G-99,4G_retain,东北,T2,18-25,2026-01,148.14,146.81,0.91,0,
U100004,P-4G-99,4G_retain,东北,T1,36-45,2026-02,146.08,150.12,-2.69,0,
U100004,P-4G-99,4G_retain,西南,T3,36-45,2026-03,151.99,158.29,-3.98,0,
U100004,P-4G-99,4G_retain,华北,T2,26-35,2026-04,148.36,153.76,-3.51,0,
U100004,P-4G-99,4G_retain,华南,T4,60+,2026-05,149.7,148.83,0.58,0,
U100004,P-4G-99,4G_retain,华中,T1,18-25,2026-06,147.13,145.85,0.88,0,
U100004,P-4G-99,4G_retain,华北,T2,46-60,2026-07,153.17,155.29,-1.36,0,
U100004,P-4G-99,4G_retain,华东,T2,36-45,2026-08,142.47,140.2,1.62,0,
U100004,P-4G-99,4G_retain,华东,T4,46-60,2026-09,150.97,157.59,-4.2,0,
U100004,P-4G-99,4G_retain,西南,T4,18-25,2026-10,149.02,152.38,-2.21,0,
U100004,P-4G-99,4G_retain,华中,T4,26-35,2026-11,153.19,154.01,-0.53,0,
U100004,P-4G-99,4G_retain,华中,T3,26-35,2026-12,148.96,147.96,0.68,0,
U100005,P-4G-59,5G_legacy_migration,华中,T2,46-60,2026-01,83.5,83.08,0.5,0,2026-10-15
U100005,P-4G-59,5G_legacy_migration,华北,T1,18-25,2026-02,80.49,78.63,2.37,0,2026-10-15
U100005,P-4G-59,5G_legacy_migration,东北,T2,46-60,2026-03,81.69,84.05,-2.82,0,2026-10-15
U100005,P-4G-59,5G_legacy_migration,华东,T2,26-35,2026-04,79.92,76.73,4.15,0,2026-10-15
U100005,P-4G-59,5G_legacy_migration,华东,T4,46-60,2026-05,84.27,84.26,0.01,0,2026-10-15
U100005,P-4G-59,5G_legacy_migration,华北,T3,36-45,2026-06,85.83,82.98,3.43,0,2026-10-15
U100005,P-4G-59,5G_legacy_migration,东北,T4,46-60,2026-07,85.72,86.5,-0.9,0,2026-10-15
U100005,P-4G-59,5G_legacy_migration,东北,T2,46-60,2026-08,82.22,78.89,4.22,0,2026-10-15
U100005,P-4G-59,5G_legacy_migration,华中,T3,36-45,2026-09,85.09,88.25,-3.59,0,2026-10-15
U100005,P-4G-59,5G_legacy_migration,东北,T2,26-35,2026-10,80.55,83.0,-2.95,0,2026-10-15
U100005,P-4G-59,5G_legacy_migration,华中,T3,18-25,2026-11,65.12,64.67,0.7,1,2026-10-15
U100005,P-4G-59,5G_legacy_migration,西南,T2,60+,2026-12,64.12,62.44,2.69,0,2026-10-15
U100006,P-IoT,young_user,东北,T4,60+,2026-01,99.54,103.42,-3.76,0,
U100006,P-IoT,young_user,东北,T3,60+,2026-02,103.41,107.53,-3.83,0,
U100006,P-IoT,young_user,华中,T2,26-35,2026-03,101.18,100.98,0.2,0,
U100006,P-IoT,young_user,西南,T4,18-25,2026-04,105.42,106.13,-0.67,1,
U100006,P-IoT,young_user,西南,T3,60+,2026-05,103.63,108.38,-4.39,0,
U100006,P-IoT,young_user,东北,T1,60+,2026-06,100.13,98.21,1.95,0,
U100006,P-IoT,young_user,华东,T1,60+,2026-07,102.09,104.47,-2.28,0,
U100006,P-IoT,young_user,华北,T1,60+,2026-08,108.26,109.37,-1.01,0,
U100006,P-IoT,young_user,华中,T4,36-45,2026-09,108.1,106.24,1.75,0,
U100006,P-IoT,young_user,华东,T4,18-25,2026-10,104.05,99.23,4.85,0,
U100006,P-IoT,young_user,华南,T4,26-35,2026-11,98.58,101.81,-3.17,0,
U100006,P-IoT,young_user,东北,T3,46-60,2026-12,104.96,102.1,2.79,0,
U100007,P-IoT,5G_legacy_migration,西南,T1,18-25,2026-01,99.32,100.86,-1.52,0,2026-11-15
U100007,P-IoT,5G_legacy_migration,华东,T3,60+,2026-02,99.28,102.32,-2.97,0,2026-11-15
U100007,P-IoT,5G_legacy_migration,华北,T4,26-35,2026-03,105.45,104.81,0.6,0,2026-11-15
U100007,P-IoT,5G_legacy_migration,华中,T2,18-25,2026-04,97.37,100.46,-3.07,0,2026-11-15
U100007,P-IoT,5G_legacy_migration,华东,T3,46-60,2026-05,102.22,105.05,-2.69,0,2026-11-15
U100007,P-IoT,5G_legacy_migration,华中,T2,18-25,2026-06,102.77,104.69,-1.84,0,2026-11-15
U100007,P-IoT,5G_legacy_migration,东北,T4,18-25,2026-07,102.32,106.81,-4.2,0,2026-11-15
U100007,P-IoT,5G_legacy_migration,华中,T2,36-45,2026-08,96.59,99.58,-3.0,0,2026-11-15
U100007,P-IoT,5G_legacy_migration,华中,T1,60+,2026-09,97.9,98.04,-0.14,0,2026-11-15
U100007,P-IoT,5G_legacy_migration,华南,T1,60+,2026-10,103.21,100.55,2.65,0,2026-11-15
U100007,P-IoT,5G_legacy_migration,西南,T4,26-35,2026-11,99.15,100.6,-1.44,0,2026-11-15
U100007,P-IoT,5G_legacy_migration,华中,T1,18-25,2026-12,76.91,79.33,-3.04,0,2026-11-15
U100008,P-青年,4G_retain,西南,T1,18-25,2026-01,82.38,85.88,-4.08,0,
U100008,P-青年,4G_retain,华北,T1,18-25,2026-02,85.77,83.55,2.66,0,
U100008,P-青年,4G_retain,华中,T3,60+,2026-03,89.41,86.94,2.83,0,
U100008,P-青年,4G_retain,华中,T4,46-60,2026-04,89.16,89.43,-0.31,0,
U100008,P-青年,4G_retain,东北,T4,18-25,2026-05,83.91,81.2,3.34,0,
U100008,P-青年,4G_retain,东北,T4,18-25,2026-06,83.52,79.81,4.65,0,
U100008,P-青年,4G_retain,华东,T4,36-45,2026-07,86.83,84.07,3.28,0,
U100008,P-青年,4G_retain,东北,T3,26-35,2026-08,87.21,84.13,3.67,0,
U100008,P-青年,4G_retain,华南,T1,18-25,2026-09,85.57,89.57,-4.47,0,
U100008,P-青年,4G_retain,华南,T2,46-60,2026-10,89.73,86.36,3.89,0,
U100008,P-青年,4G_retain,华中,T3,36-45,2026-11,84.47,88.29,-4.32,0,
U100008,P-青年,4G_retain,华中,T1,26-35,2026-12,85.5,88.69,-3.6,0,
U100009,P-青年,5G_legacy_migration,东北,T3,18-25,2026-01,74.02,74.68,-0.87,0,2026-09-15
U100009,P-青年,5G_legacy_migration,华东,T4,46-60,2026-02,73.19,75.08,-2.53,0,2026-09-15
U100009,P-青年,5G_legacy_migration,华中,T2,36-45,2026-03,72.97,73.92,-1.28,0,2026-09-15
U100009,P-青年,5G_legacy_migration,华东,T1,46-60,2026-04,71.72,74.33,-3.5,0,2026-09-15
U100009,P-青年,5G_legacy_migration,东北,T4,60+,2026-05,71.1,70.56,0.77,0,2026-09-15
U100009,P-青年,5G_legacy_migration,华中,T2,60+,2026-06,72.94,72.49,0.63,0,2026-09-15
U100009,P-青年,5G_legacy_migration,华北,T3,26-35,2026-07,73.61,76.74,-4.07,0,2026-09-15
U100009,P-青年,5G_legacy_migration,华中,T1,26-35,2026-08,78.33,79.05,-0.91,0,2026-09-15
U100009,P-青年,5G_legacy_migration,华中,T2,36-45,2026-09,72.23,69.25,4.3,0,2026-09-15
U100009,P-青年,5G_legacy_migration,华中,T3,46-60,2026-10,49.7,47.34,4.98,0,2026-09-15
U100009,P-青年,5G_legacy_migration,东北,T4,18-25,2026-11,59.35,59.34,0.03,0,2026-09-15
U100009,P-青年,5G_legacy_migration,华北,T3,36-45,2026-12,50.52,49.21,2.67,0,2026-09-15
U100010,P-4G-99,young_user,华东,T2,26-35,2026-01,52.62,50.32,4.57,0,
U100010,P-4G-99,young_user,西南,T2,18-25,2026-02,49.35,51.21,-3.64,0,
U100010,P-4G-99,young_user,东北,T4,36-45,2026-03,51.63,52.55,-1.74,0,
U100010,P-4G-99,young_user,华南,T3,46-60,2026-04,49.17,48.27,1.87,0,
U100010,P-4G-99,young_user,西南,T2,60+,2026-05,51.6,49.17,4.95,0,
U100010,P-4G-99,young_user,华南,T4,18-25,2026-06,48.94,51.35,-4.7,0,
U100010,P-4G-99,young_user,华东,T1,18-25,2026-07,50.14,51.19,-2.04,0,
U100010,P-4G-99,young_user,华中,T1,26-35,2026-08,48.98,48.62,0.74,0,
U100010,P-4G-99,young_user,华北,T1,26-35,2026-09,52.51,52.63,-0.23,0,
U100010,P-4G-99,young_user,华中,T4,18-25,2026-10,50.68,52.2,-2.9,0,
U100010,P-4G-99,young_user,华中,T4,60+,2026-11,47.93,47.52,0.86,0,
U100010,P-4G-99,young_user,东北,T3,36-45,2026-12,51.26,51.39,-0.25,0,
U100011,P-4G-99,5G_legacy_migration,华中,T2,36-45,2026-01,50.32,52.93,-4.92,0,2026-09-15
U100011,P-4G-99,5G_legacy_migration,华北,T2,26-35,2026-02,51.33,52.77,-2.74,0,2026-09-15
U100011,P-4G-99,5G_legacy_migration,西南,T3,36-45,2026-03,52.42,51.18,2.42,0,2026-09-15
U100011,P-4G-99,5G_legacy_migration,华中,T2,60+,2026-04,51.42,53.53,-3.93,0,2026-09-15
U100011,P-4G-99,5G_legacy_migration,华中,T4,46-60,2026-05,51.53,53.6,-3.87,0,2026-09-15
U100011,P-4G-99,5G_legacy_migration,华南,T2,18-25,2026-06,52.52,50.0,5.06,0,2026-09-15
U100011,P-4G-99,5G_legacy_migration,华东,T1,18-25,2026-07,52.52,53.19,-1.27,0,2026-09-15
U100011,P-4G-99,5G_legacy_migration,西南,T3,46-60,2026-08,53.63,53.5,0.24,0,2026-09-15
U100011,P-4G-99,5G_legacy_migration,东北,T4,46-60,2026-09,55.47,56.58,-1.96,0,2026-09-15
U100011,P-4G-99,5G_legacy_migration,东北,T4,26-35,2026-10,35.17,36.01,-2.33,0,2026-09-15
U100011,P-4G-99,5G_legacy_migration,华中,T3,60+,2026-11,35.53,35.89,-1.0,0,2026-09-15
U100011,P-4G-99,5G_legacy_migration,东北,T3,26-35,2026-12,38.82,37.15,4.49,0,2026-09-15
U100012,P-4G-59,enterprise,华中,T2,26-35,2026-01,86.22,82.37,4.68,0,
U100012,P-4G-59,enterprise,西南,T2,46-60,2026-02,85.69,87.56,-2.13,0,
U100012,P-4G-59,enterprise,西南,T2,46-60,2026-03,85.71,89.78,-4.53,0,
U100012,P-4G-59,enterprise,西南,T1,46-60,2026-04,84.72,84.92,-0.24,0,
U100012,P-4G-59,enterprise,华北,T3,60+,2026-05,85.31,83.91,1.67,0,
U100012,P-4G-59,enterprise,华中,T2,36-45,2026-06,83.09,82.3,0.95,0,
U100012,P-4G-59,enterprise,华南,T2,46-60,2026-07,80.65,77.32,4.31,0,
U100012,P-4G-59,enterprise,华东,T3,60+,2026-08,80.36,81.41,-1.3,0,
U100012,P-4G-59,enterprise,华东,T4,18-25,2026-09,79.94,78.19,2.23,0,
U100012,P-4G-59,enterprise,华东,T2,26-35,2026-10,82.83,80.78,2.53,0,
U100012,P-4G-59,enterprise,东北,T3,18-25,2026-11,79.97,82.51,-3.08,0,
U100012,P-4G-59,enterprise,西南,T2,26-35,2026-12,85.55,88.39,-3.21,0,
U100013,P-5G-199,young_user,华中,T1,60+,2026-01,149.19,143.87,3.7,0,
U100013,P-5G-199,young_user,华中,T2,60+,2026-02,142.45,148.92,-4.34,0,
U100013,P-5G-199,young_user,华北,T2,46-60,2026-03,143.24,143.82,-0.4,0,
U100013,P-5G-199,young_user,华南,T2,46-60,2026-04,147.82,146.35,1.01,0,
U100013,P-5G-199,young_user,华中,T1,36-45,2026-05,146.85,153.56,-4.37,0,
U100013,P-5G-199,young_user,华东,T3,60+,2026-06,144.09,141.98,1.49,0,
U100013,P-5G-199,young_user,华东,T2,18-25,2026-07,138.43,140.15,-1.23,0,
U100013,P-5G-199,young_user,东北,T3,60+,2026-08,150.59,153.92,-2.17,0,
U100013,P-5G-199,young_user,西南,T4,36-45,2026-09,145.68,148.36,-1.81,0,
U100013,P-5G-199,young_user,华中,T3,60+,2026-10,137.69,141.75,-2.87,0,
U100013,P-5G-199,young_user,华北,T1,18-25,2026-11,147.19,153.02,-3.81,0,
U100013,P-5G-199,young_user,西南,T3,36-45,2026-12,139.76,139.33,0.31,0,
U100014,P-青年,enterprise,华北,T4,60+,2026-01,130.61,125.1,4.4,0,
U100014,P-青年,enterprise,东北,T2,18-25,2026-02,130.38,127.48,2.27,0,
U100014,P-青年,enterprise,华东,T2,46-60,2026-03,124.11,129.27,-3.99,0,
U100014,P-青年,enterprise,华南,T4,36-45,2026-04,130.85,126.11,3.76,0,
U100014,P-青年,enterprise,华北,T3,46-60,2026-05,125.38,127.97,-2.02,0,
U100014,P-青年,enterprise,华南,T2,46-60,2026-06,125.41,130.95,-4.23,0,
U100014,P-青年,enterprise,东北,T4,60+,2026-07,130.72,135.49,-3.51,0,
U100014,P-青年,enterprise,华南,T1,36-45,2026-08,131.14,125.65,4.37,0,
U100014,P-青年,enterprise,华东,T3,18-25,2026-09,128.01,122.01,4.92,0,
U100014,P-青年,enterprise,华中,T3,18-25,2026-10,122.05,125.93,-3.08,0,
U100014,P-青年,enterprise,华北,T2,60+,2026-11,129.0,133.22,-3.16,0,
U100014,P-青年,enterprise,东北,T3,60+,2026-12,120.3,125.44,-4.1,0,
U100015,P-IoT,young_user,华中,T3,18-25,2026-01,150.3,146.23,2.78,0,
U100015,P-IoT,young_user,华南,T3,46-60,2026-02,147.15,148.35,-0.8,0,
U100015,P-IoT,young_user,西南,T1,60+,2026-03,150.1,152.81,-1.77,0,
U100015,P-IoT,young_user,西南,T3,60+,2026-04,146.47,140.97,3.91,0,
U100015,P-IoT,young_user,华东,T3,60+,2026-05,139.39,137.79,1.16,0,
U100015,P-IoT,young_user,东北,T1,46-60,2026-06,152.99,157.64,-2.95,0,
U100015,P-IoT,young_user,西南,T2,60+,2026-07,146.38,146.75,-0.25,0,
U100015,P-IoT,young_user,华东,T2,60+,2026-08,144.01,150.9,-4.57,0,
U100015,P-IoT,young_user,西南,T1,60+,2026-09,144.3,140.51,2.69,0,
U100015,P-IoT,young_user,华东,T3,36-45,2026-10,149.43,151.95,-1.66,0,
U100015,P-IoT,young_user,华南,T2,26-35,2026-11,142.42,149.26,-4.58,0,
U100015,P-IoT,young_user,华东,T2,60+,2026-12,146.52,145.09,0.99,0,
U100016,P-4G-99,young_user,华南,T3,60+,2026-01,79.41,76.27,4.11,0,
U100016,P-4G-99,young_user,华南,T3,18-25,2026-02,75.89,72.66,4.45,0,
U100016,P-4G-99,young_user,华北,T4,26-35,2026-03,75.75,75.99,-0.32,0,
U100016,P-4G-99,young_user,东北,T1,46-60,2026-04,79.32,82.86,-4.27,0,
U100016,P-4G-99,young_user,西南,T1,60+,2026-05,78.07,79.48,-1.77,0,
U100016,P-4G-99,young_user,东北,T1,60+,2026-06,79.66,78.72,1.2,0,
U100016,P-4G-99,young_user,华东,T2,46-60,2026-07,75.07,74.82,0.34,0,
U100016,P-4G-99,young_user,东北,T4,60+,2026-08,72.88,74.13,-1.69,0,
U100016,P-4G-99,young_user,华北,T2,26-35,2026-09,79.36,81.92,-3.13,0,
U100016,P-4G-99,young_user,西南,T2,46-60,2026-10,74.22,75.13,-1.2,0,
U100016,P-4G-99,young_user,华南,T1,18-25,2026-11,73.93,75.4,-1.94,0,
U100016,P-4G-99,young_user,华中,T2,60+,2026-12,75.05,76.81,-2.29,0,
U100017,P-青年,enterprise,西南,T2,18-25,2026-01,115.39,116.07,-0.58,0,
U100017,P-青年,enterprise,华中,T2,60+,2026-02,117.52,120.99,-2.87,0,
U100017,P-青年,enterprise,华南,T1,26-35,2026-03,112.45,111.79,0.59,0,
U100017,P-青年,enterprise,西南,T1,46-60,2026-04,117.13,117.82,-0.58,0,
U100017,P-青年,enterprise,西南,T2,36-45,2026-05,118.56,122.32,-3.07,0,
U100017,P-青年,enterprise,西南,T1,26-35,2026-06,112.47,107.44,4.68,0,
U100017,P-青年,enterprise,华东,T4,60+,2026-07,110.7,115.81,-4.41,0,
U100017,P-青年,enterprise,东北,T1,18-25,2026-08,117.44,115.19,1.96,0,
U100017,P-青年,enterprise,西南,T1,36-45,2026-09,119.17,114.69,3.91,0,
U100017,P-青年,enterprise,西南,T2,46-60,2026-10,115.09,112.08,2.68,0,
U100017,P-青年,enterprise,华北,T3,18-25,2026-11,121.0,117.03,3.39,0,
U100017,P-青年,enterprise,华北,T1,46-60,2026-12,121.6,123.03,-1.17,0,
U100018,P-4G-59,enterprise,西南,T3,46-60,2026-01,101.54,105.4,-3.66,0,
U100018,P-4G-59,enterprise,东北,T1,36-45,2026-02,105.75,110.63,-4.41,0,
U100018,P-4G-59,enterprise,华北,T1,46-60,2026-03,104.59,109.78,-4.73,0,
U100018,P-4G-59,enterprise,华中,T3,36-45,2026-04,102.4,100.09,2.31,0,
U100018,P-4G-59,enterprise,华北,T1,36-45,2026-05,108.57,104.41,3.99,0,
U100018,P-4G-59,enterprise,华东,T1,18-25,2026-06,108.76,107.46,1.21,0,
U100018,P-4G-59,enterprise,华南,T2,36-45,2026-07,107.2,107.14,0.06,0,
U100018,P-4G-59,enterprise,东北,T4,26-35,2026-08,106.29,103.85,2.35,0,
U100018,P-4G-59,enterprise,东北,T2,60+,2026-09,110.4,111.57,-1.04,0,
U100018,P-4G-59,enterprise,东北,T2,36-45,2026-10,101.19,103.86,-2.57,0,
U100018,P-4G-59,enterprise,华北,T2,46-60,2026-11,108.44,113.72,-4.64,0,
U100018,P-4G-59,enterprise,华北,T1,46-60,2026-12,110.57,110.02,0.5,0,
U100019,P-4G-59,5G_legacy_migration,西南,T3,26-35,2026-01,61.82,62.85,-1.64,0,2026-06-15
U100019,P-4G-59,5G_legacy_migration,西南,T3,46-60,2026-02,65.98,62.99,4.75,0,2026-06-15
U100019,P-4G-59,5G_legacy_migration,华南,T1,18-25,2026-03,65.7,68.17,-3.62,0,2026-06-15
U100019,P-4G-59,5G_legacy_migration,华东,T1,18-25,2026-04,61.21,62.29,-1.73,0,2026-06-15
U100019,P-4G-59,5G_legacy_migration,华中,T2,18-25,2026-05,61.57,62.52,-1.5,0,2026-06-15
U100019,P-4G-59,5G_legacy_migration,华东,T1,26-35,2026-06,62.05,61.82,0.37,0,2026-06-15
U100019,P-4G-59,5G_legacy_migration,华东,T3,36-45,2026-07,44.94,44.85,0.21,0,2026-06-15
U100019,P-4G-59,5G_legacy_migration,华东,T3,26-35,2026-08,48.92,49.4,-0.98,0,2026-06-15
U100019,P-4G-59,5G_legacy_migration,华南,T4,60+,2026-09,48.32,46.55,3.8,0,2026-06-15
U100019,P-4G-59,5G_legacy_migration,华中,T4,26-35,2026-10,42.5,42.05,1.07,0,2026-06-15
U100019,P-4G-59,5G_legacy_migration,东北,T4,46-60,2026-11,49.6,49.79,-0.37,0,2026-06-15
U100019,P-4G-59,5G_legacy_migration,东北,T2,26-35,2026-12,46.71,47.91,-2.51,0,2026-06-15
U100020,P-5G-199,5G_legacy_migration,东北,T2,36-45,2026-01,153.94,147.84,4.12,0,2026-05-15
U100020,P-5G-199,5G_legacy_migration,华南,T2,18-25,2026-02,142.13,144.14,-1.39,0,2026-05-15
U100020,P-5G-199,5G_legacy_migration,东北,T3,18-25,2026-03,148.55,146.91,1.11,0,2026-05-15
U100020,P-5G-199,5G_legacy_migration,华中,T4,46-60,2026-04,146.45,142.17,3.01,0,2026-05-15
U100020,P-5G-199,5G_legacy_migration,华北,T3,60+,2026-05,152.78,148.22,3.08,0,2026-05-15
U100020,P-5G-199,5G_legacy_migration,华东,T4,18-25,2026-06,107.99,111.59,-3.23,0,2026-05-15
U100020,P-5G-199,5G_legacy_migration,西南,T1,60+,2026-07,104.27,107.14,-2.68,0,2026-05-15
U100020,P-5G-199,5G_legacy_migration,华东,T2,26-35,2026-08,106.9,108.87,-1.81,0,2026-05-15
U100020,P-5G-199,5G_legacy_migration,华北,T1,46-60,2026-09,112.54,109.76,2.53,0,2026-05-15
U100020,P-5G-199,5G_legacy_migration,华中,T1,36-45,2026-10,101.03,104.88,-3.67,0,2026-05-15
U100020,P-5G-199,5G_legacy_migration,华中,T2,36-45,2026-11,104.23,102.73,1.46,1,2026-05-15
U100020,P-5G-199,5G_legacy_migration,华南,T4,46-60,2026-12,109.32,104.03,5.08,0,2026-05-15
U100021,P-青年,young_user,华中,T4,60+,2026-01,117.36,120.77,-2.82,0,
U100021,P-青年,young_user,华北,T2,26-35,2026-02,115.48,115.76,-0.24,0,
U100021,P-青年,young_user,华中,T3,18-25,2026-03,122.29,119.6,2.25,0,
U100021,P-青年,young_user,华东,T2,26-35,2026-04,126.55,129.2,-2.05,0,
U100021,P-青年,young_user,华中,T3,26-35,2026-05,117.43,118.31,-0.75,0,
U100021,P-青年,young_user,华中,T4,36-45,2026-06,121.87,126.82,-3.9,0,
U100021,P-青年,young_user,华北,T1,18-25,2026-07,115.91,117.53,-1.38,0,
U100021,P-青年,young_user,东北,T1,18-25,2026-08,120.13,125.1,-3.97,0,
U100021,P-青年,young_user,华中,T1,60+,2026-09,116.83,117.08,-0.21,1,
U100021,P-青年,young_user,华东,T3,60+,2026-10,125.68,127.53,-1.45,0,
U100021,P-青年,young_user,华南,T3,26-35,2026-11,119.74,115.46,3.71,0,
U100021,P-青年,young_user,华南,T1,26-35,2026-12,117.24,122.5,-4.29,0,
U100022,P-IoT,5G_legacy_migration,华南,T4,60+,2026-01,77.29,77.78,-0.63,0,2026-09-15
U100022,P-IoT,5G_legacy_migration,西南,T2,26-35,2026-02,77.65,75.68,2.6,0,2026-09-15
U100022,P-IoT,5G_legacy_migration,华北,T2,18-25,2026-03,78.13,79.09,-1.21,0,2026-09-15
U100022,P-IoT,5G_legacy_migration,华东,T4,36-45,2026-04,78.3,75.39,3.87,0,2026-09-15
U100022,P-IoT,5G_legacy_migration,西南,T3,46-60,2026-05,77.75,80.9,-3.89,0,2026-09-15
U100022,P-IoT,5G_legacy_migration,华南,T4,18-25,2026-06,79.94,77.63,2.97,0,2026-09-15
U100022,P-IoT,5G_legacy_migration,西南,T3,18-25,2026-07,77.83,74.15,4.98,0,2026-09-15
U100022,P-IoT,5G_legacy_migration,华中,T1,46-60,2026-08,79.5,78.64,1.1,1,2026-09-15
U100022,P-IoT,5G_legacy_migration,东北,T4,18-25,2026-09,76.33,79.92,-4.49,0,2026-09-15
U100022,P-IoT,5G_legacy_migration,东北,T2,60+,2026-10,53.28,50.66,5.17,0,2026-09-15
U100022,P-IoT,5G_legacy_migration,华中,T2,36-45,2026-11,59.9,60.51,-1.01,0,2026-09-15
U100022,P-IoT,5G_legacy_migration,东北,T1,60+,2026-12,52.98,52.33,1.25,0,2026-09-15
U100023,P-青年,enterprise,华南,T2,18-25,2026-01,131.26,133.98,-2.03,0,
U100023,P-青年,enterprise,华南,T1,26-35,2026-02,128.36,133.89,-4.13,0,
U100023,P-青年,enterprise,华中,T3,26-35,2026-03,137.0,141.98,-3.51,0,
U100023,P-青年,enterprise,华南,T2,36-45,2026-04,132.98,130.83,1.64,0,
U100023,P-青年,enterprise,华南,T4,18-25,2026-05,129.35,123.99,4.32,0,
U100023,P-青年,enterprise,华东,T3,18-25,2026-06,128.09,129.58,-1.15,0,
